Product_URL,Product_Name,Brand,Category,Original_Price,Discounted_Price,Rating,Review_Count,Availability,Colors,Sizes
https://www.decathlon.in/p/8319097/men-waterproof-trekking-shoes-mid-ankle-with-cross-contact-grip-grey-mt100,Men Waterproof Trekking Shoes Mid Ankle with Cross-Contact Grip Grey - MT100,Men,Hiking & Trekking,₹28999,₹399,4.58 | 1.4k,Not Available,In Stock,Not Available,Not Available
https://www.decathlon.in/p/8351755/men-running-shoes-everyday-shoes-with-cushioning-ekiden-one-grey,"Men Running Shoes Everyday Shoes with Cushioning, Ekiden One - Grey",Men,Jogging,₹45000,₹199,4.55 | 12k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8367617/men-s-warm-and-waterproof-hiking-boots-nh100-high-black,"Men’s warm and waterproof hiking boots, NH100 High - Black",Men’s,Hiking & Trekking,₹28999,₹99,4.58 | 1.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8381475/men-running-shoes-comfort-fit-upto-10km-week-run-active-slate-grey,"Men Running Shoes Comfort Fit, Upto 10km/week, Run Active - Slate Grey",Men,Jogging,₹9099,₹199,4.48 | 5.1k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8486177/men-walking-shoes-with-breathable-mesh-cushioning-pw-100-grey,"Men Walking Shoes with Breathable Mesh, Cushioning, PW 100 - Grey",Men,Occasional,₹21999,₹79,4.58 | 1.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8502616/men-s-warm-and-waterproof-hiking-boots-sh500-mountain-mid,Men’s Warm and Waterproof Hiking Boots - SH500 mountain MID,Men’s,Hiking & Trekking,₹21999,₹199,4.65 | 5.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8502824/men-walking-shoes-with-breathable-mesh-cushioning-pw-100-black,"Men Walking Shoes with Breathable Mesh, Cushioning, PW 100 - Black",Men,Occasional,₹21999,₹79,4.58 | 1.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8503792/men-low-ankle-waterproof-hiking-shoes-with-non-slip-outsole-blue-mh100,Men Low Ankle Waterproof Hiking Shoes with Non-Slip Outsole Blue - MH100,Men,Hiking & Trekking,₹21999,₹199,4.65 | 5.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8503796/men-low-ankle-waterproof-hiking-shoes-with-non-slip-outsole-grey-mh100,Men Low Ankle Waterproof Hiking Shoes with Non-Slip Outsole Grey - MH100,Men,Hiking & Trekking,₹21999,₹199,4.65 | 5.4k,Not Available,Out of Stock,Not Available,Not Available
https://www.decathlon.in/p/8544960/men-warm-waterproof-hiking-boots-nh500-mid-brown,"Men warm, waterproof hiking boots, NH500 Mid - Brown",Men,Hiking & Trekking,₹21999,₹199,4.65 | 5.4k,Not Available,Out of Stock,Not Available,Not Available
